2025-12-30T06:24:38.899485506Z [inf]  100.64.0.5:32518 - "GET /api/agents/bbeda238-e8d9-4d8c-b93b-1b7694581adb/kb HTTP/1.1" 200
2025-12-30T06:28:14.103984952Z [err]  2025-12-30 06:28:14,093 - core_calling_service - INFO - 💾 Storing node ID 2 in conversation history
2025-12-30T06:28:14.103984967Z [err]  2025-12-30 06:28:14,093 - server - INFO - ⏱️ [TIMING] TTFT_TTS (First TTS Task Started): 1452ms
2025-12-30T06:28:14.103993086Z [err]  2025-12-30 06:28:14,093 - core_calling_service - INFO - LLM response (1.36s): Let me say that again - Kendrick?
2025-12-30T06:28:14.104000411Z [err]  2025-12-30 06:28:14,093 - core_calling_service - INFO - Total latency: 1.36s
2025-12-30T06:28:14.104008089Z [err]  2025-12-30 06:28:14,094 - server - INFO - ✅ LLM finished in 1453ms, TTS tasks already running in background
2025-12-30T06:28:14.105047721Z [err]  2025-12-30 06:28:14,095 - server - INFO - ✅ All 1 persistent TTS streams completed
2025-12-30T06:28:14.105053996Z [err]  2025-12-30 06:28:14,095 - server - INFO - ✅ Agent generation complete (persistent TTS) - response window closed
2025-12-30T06:28:14.105058499Z [err]  2025-12-30 06:28:14,094 - server - INFO - 🎵 Streaming 1 TTS chunks as they complete...
2025-12-30T06:28:14.105059895Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  FIRST AUDIO STARTED: 1454ms from user stop 🚀
2025-12-30T06:28:14.105064984Z [err]  2025-12-30 06:28:14,095 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:14.105069073Z [err]  2025-12-30 06:28:14,094 - server - INFO - 🚀 Persistent TTS: Audio already streaming in background!
2025-12-30T06:28:14.105076108Z [err]  2025-12-30 06:28:14,094 - server - INFO -    1 sentences queued and playing seamlessly
2025-12-30T06:28:14.105082470Z [err]  2025-12-30 06:28:14,094 - persistent_tts_service - INFO - 🎤 [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] Streaming sentence #2: Let me say that again - Kendrick?...
2025-12-30T06:28:14.105089187Z [err]  2025-12-30 06:28:14,094 - persistent_tts_service - INFO - 🚀 [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] Sent sentence #2 (NON-BLOCKING) in 0ms
2025-12-30T06:28:14.105097626Z [err]  2025-12-30 06:28:14,094 - persistent_tts_service - INFO - 📊 [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] DIAGNOSTIC: pending_sentences=1, audio_queue=0, is_first=True, is_last=False
2025-12-30T06:28:14.105104997Z [err]  2025-12-30 06:28:14,094 - persistent_tts_service - INFO - 🎧 [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] Receiver processing sentence #2: 'Let me say that again - Kendri...'
2025-12-30T06:28:14.105112345Z [err]  2025-12-30 06:28:14,095 - persistent_tts_service - INFO - 📊 [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] DIAGNOSTIC: queue_latency=0ms, pending_sentences=0, audio_queue=0, interrupted=False
2025-12-30T06:28:14.106159330Z [err]  2025-12-30 06:28:14,095 - server - INFO - ✅ Agent generation complete - response window closed
2025-12-30T06:28:14.106167357Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  ═══════════════════════════════════════════════
2025-12-30T06:28:14.106174150Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING]   - TOTAL MISSING: ~150-550ms typically
2025-12-30T06:28:14.106176835Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] ==== E2E LATENCY SUMMARY ====
2025-12-30T06:28:14.106183945Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] TTS_TOTAL: 2ms (provider: elevenlabs, websocket: False)
2025-12-30T06:28:14.106184435Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING]   - REAL USER LATENCY: 1754ms estimated
2025-12-30T06:28:14.106187431Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] STT: 13ms (provider: soniox, model: stt-rt-v3)
2025-12-30T06:28:14.106193697Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] RESPONSE_TEXT: 33 chars, 1 sentences
2025-12-30T06:28:14.106196257Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] E2E_TOTAL: 1454ms (user stopped → play_audio_url called)
2025-12-30T06:28:14.106196749Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] LLM_TOTAL: 1453ms (provider: grok, model: grok-4-1-fast-non-reasoning)
2025-12-30T06:28:14.106205028Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] ⚠️ NOTE: E2E_TOTAL does not include:
2025-12-30T06:28:14.106213377Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING]   - Telnyx processing time (~50-200ms)
2025-12-30T06:28:14.106220567Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING]   - Network latency to user's phone (~50-150ms)
2025-12-30T06:28:14.106228055Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING]   - Phone audio buffering (~50-200ms)
2025-12-30T06:28:14.107023751Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] USER_INPUT: 'Hello?...'
2025-12-30T06:28:14.107030370Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] AI_RESPONSE: 'Let me say that again - Kendrick?...'
2025-12-30T06:28:14.107037743Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  [TIMING] ==========================
2025-12-30T06:28:14.107044188Z [err]  2025-12-30 06:28:14,095 - server - INFO - ⏱️  ═══════════════════════════════════════════════
2025-12-30T06:28:14.293489050Z [err]  2025-12-30 06:28:14,283 - server - INFO - 📝 Saved assistant transcript and latency to database (Node: Greeting, Dead Air: 1468ms)
2025-12-30T06:28:14.293496510Z [err]  2025-12-30 06:28:14,283 - server - INFO - 🔊 Agent finished generating, 0 playbacks active - waiting for webhooks to close window and start silence tracking
2025-12-30T06:28:14.293500406Z [err]  2025-12-30 06:28:14,283 - server - INFO - 🔍 END CALL CHECK: should_end_call=False, max_checkins=False, max_duration=False
2025-12-30T06:28:14.424930605Z [err]  2025-12-30 06:28:14,417 - persistent_tts_service - INFO - 📤 Sending 13746 bytes of audio (86 chunks, 1.7s duration) via WebSocket
2025-12-30T06:28:14.424935248Z [err]  2025-12-30 06:28:14,417 - persistent_tts_service - INFO - 🎙️ [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] AGENT IS NOW SPEAKING (is_speaking=True)
2025-12-30T06:28:14.424939514Z [err]  2025-12-30 06:28:14,417 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +1.7s (total: 1.7s from now)
2025-12-30T06:28:14.424943608Z [err]  2025-12-30 06:28:14,418 - persistent_tts_service - INFO - ✅ Sent 86 audio chunks via WebSocket
2025-12-30T06:28:14.970486886Z [err]  2025-12-30 06:28:14,963 - server - INFO - 📤 Audio flowing: 811 packets sent to Soniox (5s update)
2025-12-30T06:28:15.113910155Z [err]  2025-12-30 06:28:15,111 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (1.0s left)
2025-12-30T06:28:15.634659539Z [err]  2025-12-30 06:28:15,623 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (0.5s left)
2025-12-30T06:28:16.430371011Z [err]  2025-12-30 06:28:16,417 - elevenlabs_ws_service - INFO - ⏱️  [TIMING] ElevenLabs audio stream complete (0.5s timeout reached) - End of Sentence
2025-12-30T06:28:16.430378017Z [err]  2025-12-30 06:28:16,417 - persistent_tts_service - INFO - ✅ [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] Receiver finished sentence #2: 1 chunks in 2322ms
2025-12-30T06:28:16.430382441Z [err]  2025-12-30 06:28:16,418 - persistent_tts_service - INFO - 🔇 [Call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g] FLOOR RELEASED (is_holding_floor=False)
2025-12-30T06:28:16.649527891Z [err]  2025-12-30 06:28:16,648 - dead_air_monitor - INFO - ⏱️ Playback expected end time passed (0.5s ago), marking agent as done speaking
2025-12-30T06:28:16.649535737Z [err]  2025-12-30 06:28:16,648 - core_calling_service - INFO - ⏱️ SILENCE TIMER STARTED at 1767076096.6482778 for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:16.649543233Z [err]  2025-12-30 06:28:16,648 - core_calling_service - INFO - 🤖 Agent stopped speaking for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:17.686108666Z [err]  2025-12-30 06:28:17,662 - server - INFO - 📞 Telnyx WebSocket disconnected. Sent 941 total packets
2025-12-30T06:28:17.686119105Z [err]  [2025-12-30 06:28:17 +0000] [3] [INFO] connection closed
2025-12-30T06:28:17.969696145Z [err]  2025-12-30 06:28:17,842 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:28:17.969701241Z [err]  2025-12-30 06:28:17,842 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.playback.ended', 'id': '2cc7563c-1bcc-4471-98ed-e010d635123e', 'occurred_at': '2025-12-30T06:28:17.558809Z', 'payload': {'call_control_id': 'v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g', 'call_leg_id': 'ab7aeb8c-e548-11f0-ac8b-02420aef971f', 'call_session_id': 'ab78b592-e548-11f0-b2ce-02420aef971f', 'client_state': None, 'connection_id': '2777245537294877821', 'end_time': '2025-12-30T06:28:17.558809Z', 'media_name': None, 'media_url': 'api.li-ai.org/api/tts-audio/comfort_noise_continuous.mp3', 'overlay': True, 'playback_id': '8BbVhZyeYg', 'status': 'call_hangup', 'status_detail': ''}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:28:17.969706043Z [err]  2025-12-30 06:28:17,842 - server - INFO - 🎯 Event type: call.playback.ended, Call ID: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:17.969710204Z [err]  2025-12-30 06:28:17,842 - server - INFO - 📨 ================================================
2025-12-30T06:28:17.969714051Z [err]  2025-12-30 06:28:17,850 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:28:17.969718506Z [err]  2025-12-30 06:28:17,850 - server - INFO - 📨 Full payload: {'data': {'event_type': 'call.hangup', 'id': '6614c9bd-2567-4a02-a1d4-236db28e87fd', 'occurred_at': '2025-12-30T06:28:17.478812Z', 'payload': {'call_control_id': 'v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g', 'call_leg_id': 'ab7aeb8c-e548-11f0-ac8b-02420aef971f', 'call_quality_stats': {'inbound': {'jitter_max_variance': '23.08', 'jitter_packet_count': '0', 'mos': '4.49', 'packet_count': '995', 'skip_packet_count': '18'}, 'outbound': {'packet_count': '940', 'skip_packet_count': '0'}}, 'call_session_id': 'ab78b592-e548-11f0-b2ce-02420aef971f', 'client_state': None, 'connection_id': '2777245537294877821', 'end_time': '2025-12-30T06:28:17.478812Z', 'from': '+14048000152', 'hangup_cause': 'normal_clearing', 'hangup_source': 'callee', 'sip_hangup_cause': '200', 'start_time': '2025-12-30T06:27:52.738811Z', 'to': '+17708336397'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:28:17.970295519Z [err]  2025-12-30 06:28:17,850 - server - INFO - 🎯 Event type: call.hangup, Call ID: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:17.970303980Z [err]  2025-12-30 06:28:17,850 - server - INFO - 📨 ================================================
2025-12-30T06:28:17.970311271Z [err]  2025-12-30 06:28:17,850 - server - INFO - 📞 Call ended: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:17.970317096Z [err]  2025-12-30 06:28:17,851 - server - INFO - 📞 Hangup cause: normal_clearing
2025-12-30T06:28:17.970322683Z [err]  2025-12-30 06:28:17,859 - redis_service - INFO - ➖ Removed playback 8BbVhZyeYg, 0 remaining for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:17.970328790Z [err]  2025-12-30 06:28:17,859 - server - INFO - 🔊 Redis: Removed playback 8BbVhZyeYg, 0 remaining
2025-12-30T06:28:17.970334431Z [err]  2025-12-30 06:28:17,859 - server - INFO - 🔊 ALL PLAYBACKS FINISHED (via Redis) - attempting to start silence timer
2025-12-30T06:28:17.970341070Z [err]  2025-12-30 06:28:17,864 - server - INFO - ✅ Set 'agent_done_speaking' flag in Redis for worker with session to detect
2025-12-30T06:28:17.970352824Z [err]  2025-12-30 06:28:17,865 - server - INFO - 💡 Session not on this worker - Redis flag set for WebSocket worker to handle
2025-12-30T06:28:17.970359096Z [inf]  100.64.0.10:22002 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:28:17.970365409Z [err]  2025-12-30 06:28:17,891 - server - INFO - 📨 ========== TELNYX WEBHOOK RECEIVED ==========
2025-12-30T06:28:17.970371689Z [err]  2025-12-30 06:28:17,891 - server - INFO - 📨 Full payload: {'data': {'event_type': 'streaming.stopped', 'id': '95e93475-f04d-4f87-a254-fda702580d98', 'occurred_at': '2025-12-30T06:28:17.634274Z', 'payload': {'call_control_id': 'v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g', 'call_leg_id': 'ab7aeb8c-e548-11f0-ac8b-02420aef971f', 'call_session_id': 'ab78b592-e548-11f0-b2ce-02420aef971f', 'client_state': None, 'connection_id': '2777245537294877821', 'stream_id': '8dd28949-3165-42e9-a980-ca7a9d26d7a0', 'stream_params': {'stream_track': 'inbound', 'stream_url': 'wss://api.li-ai.org/api/telnyx/audio-stream'}, 'stream_type': 'websocket'}, 'record_type': 'event'}, 'meta': {'attempt': 1, 'delivered_to': 'https://api.li-ai.org/api/telnyx/webhook'}}
2025-12-30T06:28:17.971650364Z [err]  2025-12-30 06:28:17,891 - server - INFO - 🎯 Event type: streaming.stopped, Call ID: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:17.971659704Z [err]  2025-12-30 06:28:17,891 - server - INFO - 📨 ================================================
2025-12-30T06:28:17.971668459Z [inf]  100.64.0.9:60282 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:28:18.041546070Z [err]  2025-12-30 06:28:18,038 - server - INFO - 📝 Updated call log: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:18.140457476Z [err]  2025-12-30 06:28:18,132 - server - INFO - ✅ Finalized call log: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g (duration=19s, status=completed)
2025-12-30T06:28:18.881753562Z [err]  2025-12-30 06:28:18,838 - server - INFO - 📊 Auto-added call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g to campaign b7bd9ce7-2722-4c61-a2fc-ca1fb127d7b8
2025-12-30T06:28:19.093217419Z [err]  2025-12-30 06:28:19,021 - server - INFO - 📤 Sending post-call webhook to: https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b
2025-12-30T06:28:19.093230329Z [err]  2025-12-30 06:28:19,033 - redis_service - INFO - 📥 Retrieved call data from Redis: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.093240273Z [err]  2025-12-30 06:28:19,033 - server - INFO - 📇 [HANGUP] Data source: redis=Yes, memory=No
2025-12-30T06:28:19.093251550Z [err]  2025-12-30 06:28:19,033 - server - INFO - 📇 [HANGUP] Missing data from cache, checking MongoDB call_logs...
2025-12-30T06:28:19.137757690Z [err]  2025-12-30 06:28:19,126 - server - INFO - 📇 [HANGUP] Found call_log in MongoDB, extracting missing data...
2025-12-30T06:28:19.231176116Z [err]  2025-12-30 06:28:19,227 - server - INFO - 📇 [HANGUP] After MongoDB fallback: user_id=dcafa642-6136-4096-b77d-a4cb99a62651, agent_id=bbeda238-e8d9-4d8c-b93b-1b7694581adb, to_number=+17708336397
2025-12-30T06:28:19.231184549Z [err]  2025-12-30 06:28:19,228 - server - INFO - 📇 [HANGUP] Final extracted data: user_id=dcafa642-6136-4096-b77d-a4cb99a62651, agent_id=bbeda238-e8d9-4d8c-b93b-1b7694581adb, to_number=+17708336397, lead_id=None, agent_name=JK First Caller-optimizer3
2025-12-30T06:28:19.231192022Z [err]  2025-12-30 06:28:19,228 - server - INFO - 📇 [HANGUP] Agent info keys: None
2025-12-30T06:28:19.231198821Z [err]  2025-12-30 06:28:19,228 - server - INFO - 🚀 Triggered QC analysis for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.231206339Z [err]  2025-12-30 06:28:19,228 - server - INFO - 📊 Triggered Campaign QC for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.231213648Z [err]  2025-12-30 06:28:19,228 - server - INFO - 📇 Triggered CRM update for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.231220431Z [err]  2025-12-30 06:28:19,228 - server - INFO - ✅ Closed persistent TTS session for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.237415029Z [err]  2025-12-30 06:28:19,233 - redis_service - INFO - 🧹 Deleted call data from Redis: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.237424409Z [err]  2025-12-30 06:28:19,234 - server - INFO - 🧹 Cleaned up call session from Redis and memory: v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.237432601Z [inf]  100.64.0.17:61510 - "POST /api/telnyx/webhook HTTP/1.1" 200
2025-12-30T06:28:19.237438985Z [err]  2025-12-30 06:28:19,234 - server - INFO - 🔍 Starting QC analysis for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g
2025-12-30T06:28:19.237444891Z [err]  2025-12-30 06:28:19,234 - server - INFO - 🔍 [AUTO-QC] Starting campaign QC check for call=v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g, user=dcafa642-6136-4096-b77d-a4cb99a62651, agent=bbeda238-e8d9-4d8c-b93b-1b7694581adb
2025-12-30T06:28:19.237451192Z [err]  2025-12-30 06:28:19,234 - server - INFO - 📇 CRM update starting for call v3:grbDJkmu7q7-nCqb7kJayHpiU6izB-AHqYkaaMD29PhGbUfYnw0m1g: to_number=+17708336397, user_id=dcafa642-6136-4096-b77d-a4cb99a62651
2025-12-30T06:28:19.237458022Z [err]  2025-12-30 06:28:19,234 - server - INFO - 📇 Normalized phone: +17708336397
2025-12-30T06:28:19.243078162Z [err]  2025-12-30 06:28:19,239 - httpx - INFO - HTTP Request: POST https://n8n.outlier-agency.com/webhook/2adb150a-9e08-4053-9fa4-e47df18bf39b "HTTP/1.1 200 OK"
2025-12-30T06:28:19.243085741Z [err]  2025-12-30 06:28:19,239 - server - INFO - ✅ Post-call webhook sent successfully (status=200)
2025-12-30T06:28:19.329234737Z [err]  2025-12-30 06:28:19,326 - server - INFO - 📝 Converted transcript from 5 messages to 136 characters
2025-12-30T06:28:19.329239461Z [err]  2025-12-30 06:28:19,327 - server - INFO - 🔍 [AUTO-QC] Call log found: transcript_turns=5, logs_count=6, status=completed
2025-12-30T06:28:19.329243465Z [err]  2025-12-30 06:28:19,328 - server - INFO - 📇 CRM: Total variables collected: []
2025-12-30T06:28:19.416475564Z [err]  2025-12-30 06:28:19,414 - key_encryption - WARNING - Failed to decrypt key, assuming unencrypted: 
2025-12-30T06:28:19.516744682Z [err]  2025-12-30 06:28:19,501 - qc_agents.orchestrator - INFO - No QC agent configs found, using defaults with API key
2025-12-30T06:28:19.516750112Z [err]  2025-12-30 06:28:19,505 - server - INFO - 📇 CRM: Updated lead 288a0e8e-ff8b-4249-b2ea-b84e5cb9929e (+17708336397) - fields: ['updated_at', 'last_contact', 'last_agent_id', 'last_agent_name']
2025-12-30T06:28:19.596789701Z [err]  2025-12-30 06:28:19,589 - qc_agents.orchestrator - INFO - Using QC model: gpt-4o
2025-12-30T06:28:19.596798149Z [err]  2025-12-30 06:28:19,589 - qc_agents.orchestrator - INFO - ✅ Initialized 3 QC agents for user dcafa642-6136-4096-b77d-a4cb99a62651
