2026-01-06T22:03:19.072044296Z [inf]  🔍 Python path: /app/backend
2026-01-06T22:07:21.562271990Z [err]  2026-01-06 22:07:21,553 - core_calling_service - INFO - 📤 Streamed script sentence 1/2: Well, uh, I don't know if you could yet, but, I'm ...
2026-01-06T22:07:21.562282610Z [err]  2026-01-06 22:07:21,553 - server - INFO - 📤 Sentence arrived from LLM: I know this call is out of the blue, but do you ha...
2026-01-06T22:07:21.562289294Z [err]  2026-01-06 22:07:21,553 - server - INFO - 🔍 Persistent TTS lookup: call_id=v3:0mpAKWEEq4RmnEiwF..., session=FOUND
2026-01-06T22:07:21.562302482Z [err]  2026-01-06 22:07:21,553 - server - INFO - 🚀 Streaming sentence #2 via persistent WebSocket
2026-01-06T22:07:21.562309125Z [err]  2026-01-06 22:07:21,553 - server - INFO - 🎵 TTS task #2 started at +0ms
2026-01-06T22:07:21.562315166Z [err]  2026-01-06 22:07:21,553 - core_calling_service - INFO - 📤 Streamed script sentence 2/2: I know this call is out of the blue, but do you ha...
2026-01-06T22:07:21.562319888Z [err]  2026-01-06 22:07:21,553 - core_calling_service - INFO - 🔊 Silence tracking reset for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q (user responded)
2026-01-06T22:07:21.562324849Z [err]  2026-01-06 22:07:21,553 - core_calling_service - INFO - ✅ User responded to regular message, resetting counter
2026-01-06T22:07:21.562335986Z [err]  2026-01-06 22:07:21,553 - core_calling_service - INFO - 💾 Storing node ID 1763161849799 in conversation history
2026-01-06T22:07:21.562340981Z [err]  2026-01-06 22:07:21,553 - core_calling_service - INFO - LLM response (0.35s): Well, uh, I don't know if you could yet, but, I'm calling because you filled out an ad about stacking income without stacking hours. I know this call is out of the blue, but do you have just 25 seconds for me to explain why I'm reaching out today specifically?
2026-01-06T22:07:21.562345525Z [err]  2026-01-06 22:07:21,554 - core_calling_service - INFO - Total latency: 0.35s
2026-01-06T22:07:21.562350959Z [err]  2026-01-06 22:07:21,554 - server - INFO - ✅ LLM finished in 443ms, TTS tasks already running in background
2026-01-06T22:07:21.564015318Z [err]  2026-01-06 22:07:21,555 - server - INFO - 🎵 Streaming 2 TTS chunks as they complete...
2026-01-06T22:07:21.564019957Z [err]  2026-01-06 22:07:21,555 - server - INFO - 🚀 Persistent TTS: Audio already streaming in background!
2026-01-06T22:07:21.564026094Z [err]  2026-01-06 22:07:21,555 - server - INFO -    2 sentences queued and playing seamlessly
2026-01-06T22:07:21.564030798Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 🎤 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Streaming sentence #4: Well, uh, I don't know if you could yet, but, I'm ...
2026-01-06T22:07:21.564035695Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 🚀 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Sent sentence #4 (NON-BLOCKING) in 0ms
2026-01-06T22:07:21.564040043Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 📊 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] DIAGNOSTIC: pending_sentences=1, audio_queue=0, is_first=True, is_last=False
2026-01-06T22:07:21.564044427Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 🎤 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Streaming sentence #5: I know this call is out of the blue, but do you ha...
2026-01-06T22:07:21.564048946Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 🚀 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Sent sentence #5 (NON-BLOCKING) in 0ms
2026-01-06T22:07:21.564053316Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 📊 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] DIAGNOSTIC: pending_sentences=2, audio_queue=0, is_first=False, is_last=False
2026-01-06T22:07:21.564057186Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 🎧 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Receiver processing sentence #4: 'Well, uh, I don't know if you ...'
2026-01-06T22:07:21.565430447Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] LLM_TOTAL: 443ms (provider: grok, model: grok-4-1-fast-non-reasoning)
2026-01-06T22:07:21.565435277Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] TTS_TOTAL: 2ms (provider: elevenlabs, websocket: False)
2026-01-06T22:07:21.565439626Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] E2E_TOTAL: 444ms (user stopped → play_audio_url called)
2026-01-06T22:07:21.565443425Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] ⚠️ NOTE: E2E_TOTAL does not include:
2026-01-06T22:07:21.565469031Z [err]  2026-01-06 22:07:21,555 - persistent_tts_service - INFO - 📊 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] DIAGNOSTIC: queue_latency=0ms, pending_sentences=1, audio_queue=0, interrupted=False
2026-01-06T22:07:21.565472998Z [err]  2026-01-06 22:07:21,555 - server - INFO - ✅ All 2 persistent TTS streams completed
2026-01-06T22:07:21.565477265Z [err]  2026-01-06 22:07:21,555 - server - INFO - ✅ Agent generation complete (persistent TTS) - response window closed
2026-01-06T22:07:21.565482732Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  FIRST AUDIO STARTED: 444ms from user stop 🚀
2026-01-06T22:07:21.565486806Z [err]  2026-01-06 22:07:21,555 - core_calling_service - INFO - 🤖 Agent started speaking for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:21.565491419Z [err]  2026-01-06 22:07:21,555 - server - INFO - ✅ Agent generation complete - response window closed
2026-01-06T22:07:21.565495199Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  ═══════════════════════════════════════════════
2026-01-06T22:07:21.565499324Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] ==== E2E LATENCY SUMMARY ====
2026-01-06T22:07:21.565503341Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] STT: 13ms (provider: soniox, model: stt-rt-v3)
2026-01-06T22:07:21.566781088Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING]   - Telnyx processing time (~50-200ms)
2026-01-06T22:07:21.566785700Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING]   - Network latency to user's phone (~50-150ms)
2026-01-06T22:07:21.566789310Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING]   - Phone audio buffering (~50-200ms)
2026-01-06T22:07:21.566793020Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING]   - TOTAL MISSING: ~150-550ms typically
2026-01-06T22:07:21.566797265Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING]   - REAL USER LATENCY: 744ms estimated
2026-01-06T22:07:21.566801342Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] RESPONSE_TEXT: 260 chars, 2 sentences
2026-01-06T22:07:21.566805472Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] USER_INPUT: 'Sure....'
2026-01-06T22:07:21.566810519Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] AI_RESPONSE: 'Well, uh, I don't know if you could yet, but, I'm calling be...'
2026-01-06T22:07:21.566814340Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  [TIMING] ==========================
2026-01-06T22:07:21.566818133Z [err]  2026-01-06 22:07:21,555 - server - INFO - ⏱️  ═══════════════════════════════════════════════
2026-01-06T22:07:21.741143857Z [err]  2026-01-06 22:07:21,738 - server - INFO - 📝 Saved assistant transcript and latency to database (Node: Node ID: N_Opener_StackingIncomeHook_V3_CreativeTactic, Dead Air: 458ms)
2026-01-06T22:07:21.741151934Z [err]  2026-01-06 22:07:21,739 - server - INFO - 🔊 Agent finished generating, 0 playbacks active - waiting for webhooks to close window and start silence tracking
2026-01-06T22:07:21.741159008Z [err]  2026-01-06 22:07:21,739 - server - INFO - 🔍 END CALL CHECK: should_end_call=False, max_checkins=False, max_duration=False
2026-01-06T22:07:22.088148270Z [err]  2026-01-06 22:07:21,929 - persistent_tts_service - INFO - ✅ Sent 21 audio chunks via WebSocket
2026-01-06T22:07:22.088181507Z [err]  2026-01-06 22:07:21,837 - server - INFO - 📤 Audio flowing: 838 packets sent to Soniox (5s update)
2026-01-06T22:07:22.088186613Z [err]  2026-01-06 22:07:21,926 - persistent_tts_service - INFO - 📤 Sending 13792 bytes of audio (87 chunks, 1.7s duration) via WebSocket
2026-01-06T22:07:22.088189191Z [err]  2026-01-06 22:07:21,928 - persistent_tts_service - INFO - ✅ Sent 87 audio chunks via WebSocket
2026-01-06T22:07:22.088192228Z [err]  2026-01-06 22:07:21,926 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:22.088198132Z [err]  2026-01-06 22:07:21,926 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +1.7s (total: 1.7s from now)
2026-01-06T22:07:22.088201184Z [err]  2026-01-06 22:07:21,928 - persistent_tts_service - INFO - 📤 Sending 3297 bytes of audio (21 chunks, 0.4s duration) via WebSocket
2026-01-06T22:07:22.088209226Z [err]  2026-01-06 22:07:21,928 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:22.088214502Z [err]  2026-01-06 22:07:21,928 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +0.4s (total: 2.1s from now)
2026-01-06T22:07:22.182146218Z [err]  2026-01-06 22:07:22,179 - persistent_tts_service - INFO - 📤 Sending 13793 bytes of audio (87 chunks, 1.7s duration) via WebSocket
2026-01-06T22:07:22.182150429Z [err]  2026-01-06 22:07:22,179 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:22.182154689Z [err]  2026-01-06 22:07:22,179 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +1.7s (total: 3.6s from now)
2026-01-06T22:07:22.184026892Z [err]  2026-01-06 22:07:22,182 - persistent_tts_service - INFO - ✅ Sent 87 audio chunks via WebSocket
2026-01-06T22:07:22.184031804Z [err]  2026-01-06 22:07:22,182 - persistent_tts_service - INFO - 📤 Sending 2926 bytes of audio (19 chunks, 0.4s duration) via WebSocket
2026-01-06T22:07:22.184038747Z [err]  2026-01-06 22:07:22,182 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:22.184045282Z [err]  2026-01-06 22:07:22,182 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +0.4s (total: 4.0s from now)
2026-01-06T22:07:22.184051878Z [err]  2026-01-06 22:07:22,182 - persistent_tts_service - INFO - ✅ Sent 19 audio chunks via WebSocket
2026-01-06T22:07:22.411031120Z [err]  2026-01-06 22:07:22,407 - persistent_tts_service - INFO - 📤 Sending 13793 bytes of audio (87 chunks, 1.7s duration) via WebSocket
2026-01-06T22:07:22.411037252Z [err]  2026-01-06 22:07:22,407 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:22.411044215Z [err]  2026-01-06 22:07:22,407 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +1.7s (total: 5.5s from now)
2026-01-06T22:07:22.411051403Z [err]  2026-01-06 22:07:22,408 - persistent_tts_service - INFO - ✅ Sent 87 audio chunks via WebSocket
2026-01-06T22:07:22.412939209Z [err]  2026-01-06 22:07:22,412 - persistent_tts_service - INFO - ✅ Sent 26 audio chunks via WebSocket
2026-01-06T22:07:22.412974331Z [err]  2026-01-06 22:07:22,411 - persistent_tts_service - INFO - 📤 Sending 4040 bytes of audio (26 chunks, 0.5s duration) via WebSocket
2026-01-06T22:07:22.412979532Z [err]  2026-01-06 22:07:22,411 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:22.412985098Z [err]  2026-01-06 22:07:22,411 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +0.5s (total: 6.0s from now)
2026-01-06T22:07:22.605600655Z [err]  2026-01-06 22:07:22,598 - persistent_tts_service - INFO - 📤 Sending 15604 bytes of audio (98 chunks, 2.0s duration) via WebSocket
2026-01-06T22:07:22.605605148Z [err]  2026-01-06 22:07:22,598 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:22.605609239Z [err]  2026-01-06 22:07:22,598 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +2.0s (total: 7.7s from now)
2026-01-06T22:07:22.605613382Z [err]  2026-01-06 22:07:22,599 - persistent_tts_service - INFO - ✅ Sent 98 audio chunks via WebSocket
2026-01-06T22:07:23.104127692Z [err]  2026-01-06 22:07:22,821 - persistent_tts_service - INFO - 📤 Sending 9288 bytes of audio (59 chunks, 1.2s duration) via WebSocket
2026-01-06T22:07:23.104133288Z [err]  2026-01-06 22:07:23,029 - persistent_tts_service - INFO - ✅ Sent 12 audio chunks via WebSocket
2026-01-06T22:07:23.104135903Z [err]  2026-01-06 22:07:22,821 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:23.104152289Z [err]  2026-01-06 22:07:22,821 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +1.2s (total: 8.7s from now)
2026-01-06T22:07:23.104158803Z [err]  2026-01-06 22:07:22,822 - persistent_tts_service - INFO - ✅ Sent 59 audio chunks via WebSocket
2026-01-06T22:07:23.104164371Z [err]  2026-01-06 22:07:23,027 - persistent_tts_service - INFO - 📤 Sending 13792 bytes of audio (87 chunks, 1.7s duration) via WebSocket
2026-01-06T22:07:23.104172305Z [err]  2026-01-06 22:07:23,027 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:23.104178387Z [err]  2026-01-06 22:07:23,027 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +1.7s (total: 10.2s from now)
2026-01-06T22:07:23.104187219Z [err]  2026-01-06 22:07:23,028 - persistent_tts_service - INFO - ✅ Sent 87 audio chunks via WebSocket
2026-01-06T22:07:23.104191933Z [err]  2026-01-06 22:07:23,029 - persistent_tts_service - INFO - 📤 Sending 1811 bytes of audio (12 chunks, 0.2s duration) via WebSocket
2026-01-06T22:07:23.104196669Z [err]  2026-01-06 22:07:23,029 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:23.104201585Z [err]  2026-01-06 22:07:23,029 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +0.2s (total: 10.4s from now)
2026-01-06T22:07:23.264701134Z [err]  2026-01-06 22:07:23,262 - persistent_tts_service - INFO - 📤 Sending 26007 bytes of audio (163 chunks, 3.3s duration) via WebSocket
2026-01-06T22:07:23.264707083Z [err]  2026-01-06 22:07:23,262 - persistent_tts_service - INFO - 🎙️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] AGENT IS NOW SPEAKING (is_speaking=True)
2026-01-06T22:07:23.264711692Z [err]  2026-01-06 22:07:23,262 - persistent_tts_service - INFO - ⏱️ EXTEND playback_expected_end_time: +3.3s (total: 13.4s from now)
2026-01-06T22:07:23.267587364Z [err]  2026-01-06 22:07:23,264 - persistent_tts_service - INFO - ✅ Sent 163 audio chunks via WebSocket
2026-01-06T22:07:25.265968577Z [err]  2026-01-06 22:07:25,262 - elevenlabs_ws_service - INFO - ⏱️  [TIMING] ElevenLabs audio stream complete (0.5s timeout reached) - End of Sentence
2026-01-06T22:07:25.265974824Z [err]  2026-01-06 22:07:25,262 - persistent_tts_service - INFO - ✅ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Receiver finished sentence #4: 11 chunks in 3707ms
2026-01-06T22:07:25.265979429Z [err]  2026-01-06 22:07:25,262 - persistent_tts_service - INFO - 🎧 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Receiver processing sentence #5: 'I know this call is out of the...'
2026-01-06T22:07:25.265984661Z [err]  2026-01-06 22:07:25,262 - persistent_tts_service - INFO - 📊 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] DIAGNOSTIC: queue_latency=3707ms, pending_sentences=0, audio_queue=0, interrupted=False
2026-01-06T22:07:25.352619188Z [err]  2026-01-06 22:07:25,351 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (11.3s left)
2026-01-06T22:07:26.169062764Z [err]  2026-01-06 22:07:25,853 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (10.8s left)
2026-01-06T22:07:27.165708655Z [err]  2026-01-06 22:07:26,841 - server - INFO - 📤 Audio flowing: 1088 packets sent to Soniox (5s update)
2026-01-06T22:07:27.489239744Z [err]  2026-01-06 22:07:27,478 - server - INFO - 🎤 Soniox receiver alive - 12 messages received in last 10s
2026-01-06T22:07:27.767242250Z [err]  2026-01-06 22:07:27,763 - elevenlabs_ws_service - WARNING - ⚠️  [TIMING] ElevenLabs timeout waiting for first chunk (2.5s) - No audio received!
2026-01-06T22:07:27.767248823Z [err]  2026-01-06 22:07:27,763 - persistent_tts_service - WARNING - ⚠️ [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] Receiver got 0 chunks for sentence #5! interrupted=False
2026-01-06T22:07:30.376629205Z [err]  2026-01-06 22:07:30,372 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (6.3s left)
2026-01-06T22:07:31.177846070Z [err]  2026-01-06 22:07:30,874 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (5.8s left)
2026-01-06T22:07:32.147548139Z [err]  2026-01-06 22:07:31,857 - server - INFO - 📤 Audio flowing: 1339 packets sent to Soniox (5s update)
2026-01-06T22:07:35.391075708Z [err]  2026-01-06 22:07:35,389 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (1.3s left)
2026-01-06T22:07:36.220838200Z [err]  2026-01-06 22:07:35,891 - dead_air_monitor - INFO - 🔇 MONITOR: Skipping silence check - audio playing (0.8s left)
2026-01-06T22:07:37.203613702Z [err]  2026-01-06 22:07:36,893 - core_calling_service - INFO - 🤖 Agent stopped speaking for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:37.203618297Z [err]  2026-01-06 22:07:36,934 - persistent_tts_service - INFO - 🔇 [Call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q] FLOOR RELEASED (is_holding_floor=False)
2026-01-06T22:07:37.203650873Z [err]  2026-01-06 22:07:36,878 - server - INFO - 📤 Audio flowing: 1590 packets sent to Soniox (5s update)
2026-01-06T22:07:37.203654781Z [err]  2026-01-06 22:07:36,893 - dead_air_monitor - INFO - ⏱️ Playback expected end time passed (0.2s ago), marking agent as done speaking
2026-01-06T22:07:37.203658296Z [err]  2026-01-06 22:07:36,893 - core_calling_service - INFO - ⏱️ SILENCE TIMER STARTED at 1767737256.893431 for call v3:0mpAKWEEq4RmnEiwFfVQSbYMsRaUqyv3i-LSQztMSbcpwbO-LND36Q
2026-01-06T22:07:38.228803267Z [err]  2026-01-06 22:07:38,226 - server - INFO - 🎤 Soniox receiver alive - 10 messages received in last 10s
2026-01-06T22:07:40.401248562Z [err]  2026-01-06 22:07:40,400 - dead_air_monitor - INFO - 🔍 MONITOR: agent_speaking=False, user_speaking=False, silence=3.5s, checkin_count=0/2
